condition,seed,value,source
REAL-ZERO,0,115.16748046875,TensorBoard
REAL-ZERO,1,4.300872802734375,TensorBoard
REAL-ZERO,2,33.415191650390625,TensorBoard
REAL-ZERO,3,177.81634521484375,TensorBoard
REAL-ZERO,4,41.33988952636719,TensorBoard
